exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty,image_source,folder_source
TNPSC,2025,No,140. P and Q can do a piece of work in 20 days and 40 days respectively. They started the work together and Q left after some days of work and P finished the remaining work in 8 days. After how many days from the start did Q leave? (A) 9 days (B) 10days yer 8 days (D) 11 days (KE) Answer not known  P whgb Q gAGurt aq Camoau qpanGu 20 wim 40 prieafle (guut. wseutse Qa getpns Gsithg) Caumm@cmu Cgsm mdlent. seo prLed Game Geis GWng@ Q aeruct Asem Géont. Bsaperer Garmoau P cerueut 8 grisea apgééomt cal Asr mAwsA HHS THFMOOM HTSCHEGY GG Q CGamawmun o Oé Ceermmir? (A) 9 pmLaeer (B) 10 pmLeer (C) 8 prec (D) 11 srLec (E) aor Asfweilomea CCSEIVGT/2025 78 @,129,General Studies,General,Understand,Very Hard,page_34.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"141. Divide Rs. 2,602 between A and B, so that the amount of A at the end of 6 years is equal to the amount of B at the end of 8 years, compound interest being at 4% per annum. (A) Rs. 1,300, Rs. 1,252 (B) Rs. 1,452, Rs. 1,150 (C) Rs. 1,302, Rs. 1,300 MPP Rs. 1,352, Rs. 1,250 (E) Answer not known ASHES 4% mie OQeuryquled 6 ag usa A&G AwrsGbd Asrenswnengy 8 agimsae B or Asnmaéses soiors QGHRSGd cralld ep. 2,602H A who Ber unigsdr (A) @. 1,300, es. 1,252 (B) @. 1,452, e5. 1,150 (C) @. 1,302, es. 1,300 (D) @. 1,352, es. 1,250 (E) Sar Agfwelaea",111,Mathematics,Statistics & Probability,Understand,Very Hard,page_35.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"Find the simple interest on Rs. 68,000 at 16=% per annum for 9 months. AI Rs. 8,500 (B) Rs. 8,000 (C) Rs. 9,400 (D) Rs. 9,100 (E) Answer not known - @&. 68,0006 9 wns tis @5é6 16=% AGL ay AMAssHd safl ao EMOTES. (A) @. 8,500 (B) ¢. 8,000 (C) @. 9,400 (D) @. 9,100 (E) len Asflucaae , tt 79 CCSEIVGT/2025 [Turn over",65,Mathematics,Statistics & Probability,Understand,Very Hard,page_35.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"143. Ifa: b=3:7andb:c=7: 6, then Find the ratio between c and a (A) 1:2 . (B) 3:6 (C) 6:7 XD) 2:1 (E) Answer not known a:b=3:7Twpmb b:c=7:6 colle c ndbpb a Qaunhler AAsw arena. (A) 1:2 (B) 3:6 (C) 6:7 (D) 2:1 (LE) Alar Ashudedee",45,Mathematics,Arithmetic,Understand,Hard,page_36.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,The ratio of two numbers is 3: 4 and H.C.F is,11,Mathematics,Number System,Understand,Easy,page_36.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Their L.C.M. is MOS 48 (B) 38 (C) 58   (D) 68 (E) Answer not known Qyanh creirsafler Mdélsgn 3: 4 Cogb sse J.Oura wAIY 4 cafle Aoosenler 8.4.0. (A) 48 © (B) 38 (C) 58 (D) 68 (E) Alor Asfucdaa,40,General Studies,General,Understand,Hard,page_36.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"When this number is divided by   16, 24, 32 it leaves a remainder 6 in each case. The least value of x1s . 390 (B) 391 (C) 389   (D) 392 (EK) Answer not known QOH car X Borg 13 aed aGuHb. Obs coin 16, 24 womb 32 gw auGsGb Curg PAGane (penpuyd 5S 6 deoré&lmg crofle x or HséAdu wos (A) 390 (B) 391 (C) 389 (D) 392 (LE) eo Asfucaee CCSEIVGT/2025 80 , tx",75,General Studies,General,Understand,Very Hard,page_36.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,146. There are 80 students in a class. If 25% are absent on a particular day. Find the number of students present in the class. (A) 10 ABY 60 (C) 30 (D) 25 (E) Answer not known am aguile 80 wnemeuiac odrerent. eG EMUGALL prefld 25% Gui AUGHoEyMualdocea crafld ages YMbs wrewreuitsafler creiranflsensenwds STL Ml Wey Ld. (A) 10 . (B) 60 (C) 30 (D) 25 (E) car Asfucilaea .,70,General Studies,General,Understand,Very Hard,page_37.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,The ratio of boys and girls in a class is 5:,11,Mathematics,Arithmetic,Understand,Easy,page_37.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"If 16% of boys and 8% of girls failed in an examination, then find the percentage of passed students.   WAT 87% (B) 13% (C) 84% (D) 92% (E) Answer not known Qi wUsGuG@GTaT lorexreuitse wohmibd wrencllaaiear alélgin 5: 3 eb. gh Gaile 16% wremeuts@sib, 8% wrenclaepb Csté& Qumalacne crane GaréA Cubm wrexte:   oranilscier sgchadgangsé sreirs. (A) 87% (B) 13% (C) 84% (D) 92% (E) lar Gsfiucldaea @3 81 CCSEIVGT/2025 [Turn over",71,Mathematics,Statistics & Probability,Understand,Very Hard,page_37.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"148, Find the sum of 1+3+5+---+ 55 . (A) 700 By 784 (C) 555 (D) 550 (E) Answer not known © GlamMest ma HSO STR. 1+3+5 +--+ 55   (A) 700 (B) 784 (C) 555- (D) 550 (E) Sor Asfucldaea",39,General Studies,General,Understand,Hard,page_38.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"The next term in the given sequence is 0, 2, 24, 252, 3120, (A) 42450 My 46650 (C) 38450 . (D) 44650 (E) Answer not known &Gp GanQsauurcGarer Agri cuflmsula aug saHSS OMY 0, 2, 24, 252, 3120, (A) 42450 : (B) 46650 (C) 38450 (D) 44650 (E) ler Asfhucldena",50,General Studies,General,Understand,Very Hard,page_38.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,In the series 6412287421538 how many pairs of successive numbers have a difference of 2 each? (A). One (B) Two Three (D) Four (EK) Answer not known Qos AsntéA cretsafled 6412287421538 Gyan AsHunssoangs oerw crarsaied césner Qlenenradt © drones? (A) gerpy (B) Qrem@ (C) ape (D) preg (E) lar Asfucddae CCSEIVGT/2025 82 ee:,53,Reasoning & Mental Ability,Series Completion,Understand,Very Hard,page_38.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,151. A dice is thrown four times and its four different positions are given,14,General Studies,General,Understand,Easy,page_39.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,below BSOBE Find the number on the face opposite the face showing,12,General Studies,General,Understand,Easy,page_39.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"WAT 4 (B) 5 (C) 6 (D) 3 (E) Answer not known QG usr 4 Han e@irou@b Gung) ase 4 Gaumult flmoadr &Ci p GarhésuulOdrerer. PD BSE 2-cr alt USSOTS Q HS GD crabrencwrés sirekors. (A) 4 (B) 5 (C) 6 ~(D) 3 (E) lar Asfuaaee Find the missing term of the sequence : 7, 12, 19, 24, 48, , 91 (A) 50 - (B) 45",66,General Studies,General,Understand,Very Hard,page_39.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"(D) 63 (KE) Answer not known Ggsrut cufleneuled ocrer eNGui L cratenears sree. 7, 12, 19, 24, 43, , 91 (A) 50 (B) 45 (C) 48 (D) 63 (E) Sar Ashucldee 83 CCSEIVGT/2025 [Turn over",35,General Studies,General,Understand,Hard,page_39.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"104. Assertion [A] : In 1892, Tremenheere report was accepted by the Government for increasing the income of the Government, to allot the poramboke land to down trodden community. Reason [R] : In Chengalpet, the Panchamer Schools were run by the Philanthropic individuals in Panchami Land for promoting Education for downtrodden ~ community people. VAS [A] is true [R] is false (B) (C) (D) (E) Both [A] and [R] are true and [R] is the correct explanation of [A] , [A] is false [R] is true Both [A] and [R] are true but [R] is not the correct explanation of [A] Answer not known gafhm [A] : Ms, YMbGuUTéEG floamsoor smpssuucr seps5HAHG apmgauge enulers sage 68 cicpautuSlener QuGgé&d Gandreramb cenélp 1892-b a eren w AjpAdwoerahit sflésaoauvlener qhms@aeneingy. ames [R] > wells Couilés pBuitse smpssuuUcL saps wésatlar (A) (B) (C) (D) (E) SOS eet CUbUHSHd GutGhLG ues Lietaflsaer GleWMsOuUL@ octet LIE‘ Hlomaele 5LSH) cubsomt. [A] ef [R] seu [A] wom [R] ef Cog [R] s,arg) [A] Yeyeow sfurer Serésub BSD [A] sag [R] ff [A] wom [R] ¢f gered [R] garg [A] Wiener Fflumer eSler&ab ADD leo Asfweilevenco CCSEIVGT/2025",188,Current Affairs,Awards & Honors,Create,Very Hard,page_4.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"153. Identify the correct answer. Assertion [A] Reason [R] Space MAITRI is a collaborative space mission between India and Australia. India aims to lower the cost of access to space through this mission. (A) Both [A] and [R] are correct and [R] is the correct explanation for [A] (B) Both [A] and [R] are correct, but [R] is not the correct explanation for [A] er [A] is correct but [R] is wrong (D) [A] is wrong but [R] is correct (E) Answer not known Filurer elen eouw Carbs Hlaeyid. sam) [A] arrecrib [R] aGuey MAITRI aemug @idur womb AoovsCrMNurealHs BQeorulercr mH cMeanQaei HI Lib. QsHt ssen etpanid MearGauchssnat s1apEe Ceocleoner QiHsun Ganpss crore dls. (A) [A] wim [R] sfGu, Gog [R] aerug, [A] Asner shuren MersG LOT Gd (B) [A] wom [R] ef, sperma [R] crerug: [A] Amasren sfurer Mera DEVS (C) [A] efGu, genre [R] scum (D) [A] soup gerne [R] ef (EL) aor Ashualdamea CCSEIVGT/2025 84 °@3",159,Science & Technology,Space Technology,Remember,Very Hard,page_40.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"154, Which of the following statement(s) is/are true about the agricultural cultivation of 2021-2022 in Tamilnadu? (i) (il) (111) (A) (C) (E) Mayiladuthurai District involved more Paddy cultivation in Tamilnadu. Perambalur District involved more Maize cultivation in Tamilnadu. Kallakurichi involved more Sugarcane cultivation in Tamilnadu. (i) only (B) (i) and (ii) only (i) and (11) only Per (11) and (ii) only Answer not known Glereugeercupple 2021-2022-b garged siiippm ger Cverreitenw FTGUyGur® smite 2 @ittan Wi mrest Fai M (ESET) creneu /Wimeneu ? (i). (ii) (iii) (A) (C) (E) ouler®geopule siippriizGa sGewore ujgude Apa sm@uq, Qewwouleg. Gupibuemie suippriyGeo x9slewrs wéseréGeranb FT GU. Gewwiiiult gy. sans ensue sidlipermi4Go i xsSlawonse a mbdy ETGHUIg. Qawwoucgy. (i) wi @w (B) @) wim (111) nL Gb (i) wm Gi) wL @id (D) Gi) wb Gli) DL Ow ear AsNucldee 85 : CCSEIVGT/2025 [Turn over",139,General Studies,General,Remember,Very Hard,page_41.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"155. Identify the correct answer after understanding the Assertion and the Reason. Assertion [A]. : As per the Economic Survey of Tamilnadu 2024-2025 the Urban inflation in Tamilnadu is coming down from 6% in 2019-2020 to 4.5% in 2024-2025. While rural inflation is static at 5.4%. Reason [R] : It is mainly due to the Governments’ policy on the Tamilnadu Public Distribution System and other income support schemes like, Kalignar Mahalir Urimai Thittam and hundred days employment guarantee schemes. (A) [A] is true [R] is false Both [A] and [R] are true and [R] is the correct explanation of [A] (C) [A] is false [R] is true (D) Both [A] and [R] are true but [R] ; is not the correct explanation of [A] (E) Answer not known Sa) WHMid snjersoas Berns yNbs Cena. Ger sfurrer oflen enw GarbsHsaayd. gathm [A] ; SUlLpmM ig 6 2024-2025 Gurmensny sWeuplsonaudes Lig SUippriiger parm viewte$éarb 2019-2020 i» Aearge 6% ASMcmHbs 2024-2025 mid sartg@ 4.5% HES FODHT EroIUGANs. ACS CHysseo Aymociim Lease 5.4% crop oldladsiao floownes 2 cers). erga [R] : Qs MéAwwrs oyenmsshormd modouGsst1 Qumid siippr® Gurg AMélCuneas HLribd whmib smeveEpi wosaflit aflenng MUL wh BM Bret Cumecumudy essjang slid Cure Gp amore mas7ays ALLmserred qHumAMs. (A) [A] ef [R] sup (B) [A] wo [R] sf won [R] aorg [A] Yquerwu shuren ersaid   BSD (C) [A] sag [R] ef (D) [A] opm [R] ef gerne [R] aos) [A] Geyenw eflumer eSlat&aeib HAVO (E) Ger Gsflucldae CCSEIVGT/2025 86 tx",245,Indian Economy,Public Finance,Remember,Very Hard,page_42.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"156. Assertion [A] : The “Illam Thedi Kalvi” scheme in Tamilnadu aims to bridge learning gaps among school students caused by the Covid-19 Pandemic. Reason [R] : The scheme involves volunteers providing remedial education to students at their homes. x Both [A] and [R] are true and [R] is the correct explanation 8) of [A] Both [A] and [R] are true but [R] is not the correct explanation of [A] (C) [A] is true but [R] is false (D) [A] is false but [R] is true (E) Answer not known safbm [A] > Gane-19 QuG@sAstbor® Ure woremeutsafen Cu ohuGub Seppe BMerGaailamas GOMuULIEHS Cprésreds Gara SUpETLgo “Qoob Cons adel” ALL AewouGssuUuvsog. anjertb [R] : iss ALi sHleo, senermicetsdt wnremeutsafler AHseHsGe Georg wombmaniflacr Gane. asdefleow eu pmiGélm rita. (A) [A] wim [R] Qrer@w 2 eren, wopgid [R] erorug [A] 46 efwrer (B) (C) (D) (E) eleré&aeib [A] won [R] QyerHib oetrenw, gern [R] cratugy [A] 46 sfwirer Hearse uil evenen [A] 2eirenw genre [R] seuprengy [A] saupreng) aor [R] sflurenrgy Mar Agshwueildenc 87 CCSEIVGT/2025 [Turn over",174,Current Affairs,Awards & Honors,Apply,Very Hard,page_43.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"157. Which of the following statement(s) is/are true about “The Mandal Commission Report”? (i)  The commission used Three indicators Le. Social, Educational and Economic. (ii) In social indicator there were five criteria and educational indicators there were two criteria. (iii) In economic indicator there were four criteria. Thus there were 11 criteria used in the Mandal Commission Report. (A) (i) only  ” \@ (i) and (ii) only (C) (i) and (ii) only . (D) (i) and (ii) only (E) Answer not known GVercugacreubne werd silage shlsoaGur® Gsmityeawu esifluimesr GaN MI (SHOT) OTH! /WiTENeu ? (i) Qbs Qeerruregs saps, soe whmnd Gunmernrangd cretm perm GHlam yeoer uweriMssuyerergy. (ii) seps GHar ule gis SoraCandsenb whmid sae EPlam ule year serajGandaepb UWerLOSSU Cubmer. (il) Gurgensry Ghar yule preg, seraCardaed UWEHSsuuLLen. %& Gorgésb 11 xseaGarnmact weariw saiilager ahléseasuied UWETUHMSSUUL O\erereor. (A) (i) wh @wb (B) G) wig (i) wh @w (C) G) wim Gi) oo @w (D) (ii) whim (iii) LOL @wb (E) lar Asfhucloma CCSEIVGT/2025 , 88 }",165,Current Affairs,Awards & Honors,Remember,Very Hard,page_44.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,158. What was the cause for high inflation in India? (A) High demand Weaken rupee against the dollar (C) Low production (D) Low money supply (E) Answer not known QoAuncder uercSsab HaHfeore QRUUsShsrer sryexd (A) 28s Gama : (B) LraGéese aHgrer mums WAY Gemma (C) Gepamnar,46,Indian Economy,Macroeconomics,Apply,Hard,page_45.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,National Food Security Scheme (A) 1 2 4 8 (B) 3 1 4 2 (O~ 3 2 1 4 (D) 2 3 4 1 (KE) Answer not known agew pisiy S¢eL mseer ana culmsuuGssl crapgis.,35,Current Affairs,National Current Affairs,Understand,Hard,page_45.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"ungs Hlinoret Curggenr 4, Gs&wu ceme urgemiygs Hi (A) 1 2 4 8 (B) 3 1 4 2 (C) 3 2 1 4 (D) 2 38 4 #1 (E) Gar Ashuclaee Xx   89 CCSEIVGT/2025 [Turn over",36,General Studies,General,Understand,Hard,page_45.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"160. Which of the following is incorrectly paired? (1) MFAL   Marginal Farmers and Agricultural Labourer Development Agency (2) DPAP - Drought Prone Area Programme (3) DDP   District Development Programme (4) HDA   Hills Development Agencies (A) (2) and (2) (B) (1) and (3) VF (3) and (4) (D) (2) and (3) (E) Answer not known GLuNG bss Qerenn CETHASOSH oTUPHE. (1) MFAL - @nsfa AMeusmud wood Meusnws mol AsmPomaf CerGonhms Sb   (2) DPAP -) amc Aura urséstuLe Le Séssren Hub (3) DDP  - wraith wertéAS ALL (4) HDA  - wea uessaren cperGarhms ALLw (A) (1) wpa 2) , (B) (1) wp (3) (C) (3) wppw (4) (D) (2) wom» (8) (E) Sear Gshucdldena CCSEIVGT/2025 90 @",115,Mathematics,Arithmetic,Create,Very Hard,page_46.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"161. Identify the incorrect Acronym : me) (2) (3) (4) (A) (C) (E) TSC   Total Sanitation Campaign NIC - N ational Information Centre MIS - Management Information System IMIS   Integrated Management Infrastructure System (1), (2), (8) and (4) (B) (1), (2) and (3) (1), (2) and (4) py (4) only Answer not known Ulerauneucreuhnier Sumter BlencwriLy ers 2 (1) @ (3) (4) (A) (C) (E) TSC   Cup PLO Bab sréGb B aRsOSs NIC   GgAwu s5ed ewmowid MIS  . Gwareienws sacle apenp IMIS   EGmAeenis Croonestenw 2 drew apenm (1), (2), (3) wig (4) (B) (1), (2) wip (3) (1), (2) wg (4) (D) (4) oc @w len Asiflualedenc 91 CCSEIVGT/2025 . [Turn over",112,General Studies,General,Remember,Very Hard,page_47.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Sarvodaya plan   (A) 2 and 3 are correct yer 1 and 4 are correct (E) Answer not known siluner Generous Carbs :,22,General Studies,General,Create,Medium,page_48.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"wéeer scribd °   4, siGeurgugs sii (A) 2 wim 3 sf (C) 1 wim 4 sf (E) Ger Ashuclaoaa CCSEIVGT/2025 92 1940 1945 1944 1950 (B) 1 and 2 are correct (D) 2 and 4 are correct 1940 1945 1944 1950 (B) 1 whmb 2 ef (D) 2 wim 4 ef",51,General Studies,General,Understand,Very Hard,page_48.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"163. Kokkokka Koompum Paruvaththu Matradhan Kuththokka Seerththa Itaththu As Heron with folded wing, so wait in waiting hour; As Heron snaps its prey, when fortune smiles, put forth your power - Denotes. (1) (2) (3) (4) (A) (B) er (D) (E) To act like a Heron is incorrect. You must wait till the Time Ripens. This Kural appears in the Chapter titled “Therinthu Thelithal”. “Vaadiyirukkumaam Kokku” is the phrase best suited to this Thirukkural. (1)-Right (2)- Wrong (3) Wrong (4)   Wrong (1)- Wrong (2) Right (8) Right (4)  Wrong (1)  Wrong (2) Right (8) Wrong (4)- Right (1) Right (2) Wrong (8) Right (4)- Right Answer not known GenéGanés gad UmUSs) WMSer GSO gré5 Fid5 G say QseGocuncker spss (1) (2) (3) (4) (A) (B) (C) (D) (E) Geréma Cure CeuduGeg soupy. ETOD MFMHUSHHE STSHHES CouctrHrb. Qéeoe Ashigisahled crore sHanjsheo QU Aumerengy. ‘EUTHUIGS GMb GarsG crenm Gerd BHsSorunclh geo Autcssiore MetsGd SHLD. (1)   ef (2)   saupy (3)-sag (4)-sam (1)-sag (2)   aif (3)   af (4)   sap) (1)-seg (2)   aif (3)-sem (4) af (1)   ef (2)   sep (3)   af (4)   afl er Ashuchdeea 98 CCSEIVGT/2025 [Turn over",185,General Studies,General,Understand,Very Hard,page_49.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"105. Identify the incorrectly paired matches : (1) Lokpal and Lokayuktas Act   January 16, 2014 . came into force (2) Tamil declared as Classical Language   Oct 10, 2004 (3) Election Commission of India   Article 324 (4) National Integration Councilin India   1960 (A) (1) and (3) VBY (2) and (4) (C) (8) and (4) (D) (4) and (1) (E) Answer not known Dereugpeuereup ile SOUNTS GUTGSSUUL Oetereuheom sera. (1) Goréume wip Cord opujs5r stb   geneufl 16, 2014 BOL COMES Cus STV (2) sidip GenQumpuwirs aMeMseuucegy   g&GLrur 10, 2004 (3) QsHus Catga g,nomubd   estrudife, 324 (4) @islw CsAu qga@mdeemciy snort   1960 (A) (1) wig (3) (B) (2) wim (4) (C) (8) wig (4) (D) (4) wip (1) (E) lar Asfuctaae",118,Indian Polity,Constitution of India,Remember,Very Hard,page_5.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,The purpose of “Surya Ghar Muft Bijli Yojana” is - Installing roof top solar (B) Providing Houses to the poor (C) Insurance to old age people (D) Financing to small industries (EZ) Answer not known “@TW ST poi Vehlesl Curae” cronm HL sSler Gpnssiorarg (A) AL Qémeangsafla @Mu gall Meremp Aniayeugy (B) genpseréarer SQacr CULPA Hugs (C) aug apCsr@éaran sriS@ anpi@augl (D) Aw GsmPhermosenae AA OULD HONS (E) Slaor Asfhucaeana +O; 49 CCSEIVGT/2025 [Turn over,75,Geography,Physical Geography,Apply,Very Hard,page_5.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"164. “Manaththodu vaiymai mozhiyin thavaththodu Thaananj Seiyvaarin Thalai”. Statement 1 : Those who speak the TRUTH are always more superior than those who practice charity or penance. Statement 2 : Those who practice charity and penance are far better than who speak the TRUTH. Ve Statement 1   Correct (B) Statement 2   Correct (C) Statement 1 and 2   Correct (D) Statement 1 and 2   Incorrect (E) Answer not known “wardsGsn@ eurwienw Gompluiler susCarO SrereAGlews cumiflet sere”. eno 1 : eimWew Gusueuitsé smemb, seb GCewualtaener ofl Alp bsouitecr. ) som 2 > eumuenioGus CuiParnayi srenb, seubd GewueiGy Apbsaut. (A) spp 1   ef (B) apg 2   afl (C) spo 1, 2- ef (D) mpm 1, 2- sap (E) Men. AsMueilaane CCSEIVGT/2025 94 tt",120,General Studies,General,Remember,Very Hard,page_50.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,165. Match the following type : (a) Iyotheethass Pandithar (b) Ramalinga Adigal (c) Jotiba Phule (d) Syed Ahmed Khan Tahdhip-ul-Akhlug Gulamgiri Thiruvarutpa ht a a Oru Paisa Tamilan (7) 6) © @ (A) 1,34,General Studies,General,Understand,Hard,page_51.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,8 BY 4 38 2 (Cc) 4 3 1 (D) 1 2 4 (E) Answer not known Oo No FF Gut hsIS. (a) sGungSigsrets veirig sit 554I-Qeo- m5 aIS (b) QomncSriis 119 eT Gamba Acpaugecum PH OuErs Sislipesr (c) Gamrfun Ga (d) mewg) seg) Ere ( ) (6) © @) (A) 1 2 (B) 4 3 (C) 4 3 (D) 1 2 (E) Aor AsfAwcldaea ma  & HD CO oOo do = A tt . 95 CCSEIVGT/2025 [Turn over,79,General Studies,General,Understand,Very Hard,page_51.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"166. Assertion [A] : K.M. Balasubramanian, author of South Indian Celebrities compared Dr. C. Natesa Mudaliyar to Mahathma Gandhi. Reason [R] : He was the epitome of love, character, tolerance, (A) er (C) (D) (E) compromise and he was the heart of Justice Party. [A] is true but [R] is false Both [A] and [R] are true and [R] is the correct explanation of [A] [A] is false [R] is true   Both [A] and [R] are true but [R] is not the correct explanation of [A] is correct Answer not known sam [A]: Ascralésu: GAyuomwscr (South Indian Celebrities) cam ooler oy 8lfut KM. ureaciSpwesfluer, Lré i.",106,General Studies,General,Analyze,Very Hard,page_52.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"5GLe qpsdSlwreng wangion. angles PunrD O erapslermir. amend [R] : HHésslAvler @Msuworas Hepss sCre cpgsSwen (A) (B) (C) (D) (E) AOTYSEED, vie YSSGD, Gutepuoreamws Gd, swyes WeTLILITETM Ws GD oTHSHSEM UMS oilermdlern. sao) [A] ef serra snjesrid [R] sum - gam [A], amped [R] Qyer@ibd ef Cogid snjemd [R] mpm [A] or sumer Alersarbd Gd. spo [A] soup spam [R] af sao [A] snyerb. [R] QyerG@b ef, qed snjpoombd [R] sem [A] ma Meréseooa cretug sf Ale Agsfueileene CCSEIVGT/2025 96 %%",81,General Studies,General,Understand,Very Hard,page_52.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"167. Which of the following statements are true about Ramalinga Adigal? (ij) He said that apart from musical Instruments the mind should unite. (ii) He started night schools for farmers. (iii) He said that through human charity one should get full benefit i in life and be one with God. (A) (i only BF (i) and (iii) only (C) () and (ii) only (D) (i) and (iii) only (E) Answer not known Arrows sg sorre gs ub Auw THES FHSS! FMwsreotgy ? (i) Qesdé s@Aacr sMtss) womd perfl e Couain@id crérmmi. Gi) Gauss epsars Ora, Cog udrelews Asm mAerm. (ili) waflss Agrermhmo gpob ampadld Mus uweem Gupm QeopGunG germ Gaureir@d crenpmir. (A) @) wi @w (B) (i) opp (ii) vw @w (C) @) wp Gi) o- Ow (D) Gi) wpm (ii) wt @w (E) Gear AsfucMedene a @3   97 CCSEIVGT/2025 [Turn over",142,General Studies,General,Remember,Very Hard,page_53.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"168. Assertion [A] Reason [R] In 1930 Muthulakshmi Ammaiyar introduced in the Madras Legislative Council a Bill on the prevention of the dedication of woman of Hindu temples in the ‘Presidency of Madrag’. The Bill which later became the Devadasi Abolition Act, declared the “Pottukattu Ceremony” Illegal. (A) [A] is true but [R] is false (B) [A] is false but [R] is true Wer Both [A] and [R] are true and [R] is the correct explanation of [A] (D) Both [A] and [R] are true but [R] is not the correct explanation of [A] (E) Answer not known 6am) [A] aryenriy [R] 1930-@ Qseronen s Lerpshe apdgiot su sbeowwimit Qeeraner wranemshie Obs Canciloasenaeu) Quesracr “AtHueMAssiuG@ems sHuug’ ced wGensrene AHapsoussenni. ) “erent Gagné gPuyés sirons wrfu @ibwoCsrer “Aum @és st Ob sme” BLSSIUS) SLL SH GU Upibunrerg) cron shells aay. (A) [A] ef sere [R] sam (B) [A] soup gerne [R] af (C) [A] wh [R] ff Gog [R], [A] Wer sMurer Merde (D) [A] wig [R] ef ayer [R], [A] Fer sumer cSler&éa tae (E) er Asfucldana CCSEIVGT/2025 98 - °@3",181,General Studies,General,Create,Very Hard,page_54.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"169. Assertion [A] : Under the leadership of Rajaji, Congress decided to boycott Simon Commission in Chennai. Reason [R] : The Simon Commission had only Whitemen as members that is no Indians. (A) [A] is true, [R] is false (B) Both [A] and [R] are true, and [R] is the correct explanation of [A]   YI [A] is false, [R] is true   (D) Both [A] and [R] are true, and [R] is not the correct explanation of [A] -(E) Answer not known sap! [A] > GseramenuIe Qyregresl smamvnula msner YMssonliyy Gunpre ges 5LSS Opa QeWWOULLg). srjemd [R] : @mener GMa oMIGert smeraHd GeidteneruGy, ASTUS GYMS QsHwuGy Booro. (A) [A] ef, [R] sag (B) [A] wig [R] Qram@w sf, Cog [R], [A] -ar sumer Morse GD (C) [Al saup, [R] of (D) [A] Lop gb [R] @oer@w ef, Gog [R], [A] -or sMwirer aflersacde (E) lar Asfucldena Mm . 99 CCSEIVGT/2025 (Turn over",151,Tamil Nadu Studies,Tamil Language & Literature,Create,Very Hard,page_55.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Duraimangalam Sivaprakasar @) 6) © @ (A) 1 3 4 2 (B) 1 4 2 8 3 4 2 1 ©) 3 4 #1~  2 (E) Answer not known ° Sipsan prose 4AfuirsGorn Gummssayid. (a) GabAhGeheans,36,General Studies,General,Understand,Hard,page_56.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Sian iomis@d AleuwiIypargit (a) ©) © @) (A) 1 3 4 2 (B) 1 4 2 3 (C) 83 4 2 1 (D) 3 4 1 2 (E) flan Asfucllaea CCSEIVGT/2025 100,32,General Studies,General,Understand,Hard,page_56.png,TNPSC-Group-4-2025-General-Studies
