exam,year,month,paper,paper_code,subject,topic,question_number,question_text,question_length,difficulty,bloom_level,source_folder,source_image
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Networks,100,Shitt-Reduce conflicts are resolved bv: Left factoring - ae (1) Lett recurssion (2) a . 4 Associativity and Precedence (3) Ambiguity 1(4) yeights in th ral network by propagating,29,Medium,Apply,UGC-NET(june 2024),page_28.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,101,"Back propagation is a learning technique that adjusts weigh €neu weight changes : ey ; (1) Forward from source to hidden nodes Isa | (2) Backward from sink to source CO _ , (3) Forward from source to sink QO | (4) Backward from sink to hidden nodes C) .",50,Medium,Apply,UGC-NET(june 2024),page_28.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Databases,102,"Arrange the following from fastest to slowest in speed. : ee A. DRAM B. SRAM C. CPUbRegisters D. Magnetic tapes E. Hard disk * . . . ) 1 Choose the correct answer from the options given a : : . (j) A,BCD,E «(2) CB A,D,E _ (3) ae B,A,E (4) BC,D,A,E =. , 103. Which of the following statements is/are false ? Pe _ ; A. A user can assign privileges to any user on any(relation. — B. A user can assign privileges to any user on its @whrelations only. C. System error that leads to accessibility to the pértion of database is an example of maliciotg (attack yiomer P attack, D. Passwords itself need to be secured from unauthorized access. __ Choose the correct answer from the options given below : . (1) A and C Only (2) AandBOnly (3) Band D Only , (4) B and C Only 104.-.Hor the regular languages and context free languages. which is not correct ? . . A. — both are closed under union operation a ’ B. both are closed under concatenation Operation ,; °C. — both are closed under intersection operation [- D. _ both are closed under complementation Operation | E. both are closed under kleen star Operation , - Choose the most appropriate answer from the options given below : A and B Onl 2 ; . : (1) y e(2) Bandc Only (3) Cand D Only (4) DandE only tee ei 7 28 q CamScanner",249,Medium,Apply,UGC-NET(june 2024),page_28.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,105,"The instruction 1D ADR(X) ee _,_ q GET IT ON Google Play Which jg equivalent to AC M[ADR + xR} isin: (1) Direct Addressing ) irect Addressing Mode 0(2) Indirect Addressing Mode 3) Index ‘83i (3) Index Addressing Mode (4) Immediate A@dressing Mode",43,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,106,"The leas t ) j , ¢ least values of a signed and unsigned data type variables requiring 8 bits, would be..... (1) 0, 128 (2) -128, 127 (3) 0,0 (4) -128, 0",33,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,107,"Arrange the following sets in increasing order, on the basis of their cardinality : A.  Ay={{1, 2}, (3}) B. Ag={f{1h {2}, {3}, (4}} C.  A3={{1, 2, 3, 4,5, 6}} D. Ay={{1, 2}, {2, 3, 4}, (5}) E.  As={{1}, {2}, 3}, (4), (5}} Choose the correct answer from the options given below : QQ) A,BD,EBC (2) A,B,E,D,C ¢(3) A,CD,BE (4) C,A,D,B,E",60,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,08,"Which of the following have truth values if universe of discourse consists of all integers ? A. nJm (n?<m) B. Jnm (n<m*) C. gn3m (n?+m?=5) D. Jnim (n*+m*=6) E.  3n3m (m+n=4/n-m=!) r from the options given below : (2) B,C, E Only (4) B,D Only Choose the correct answe (1) A,B,C Only 2 “o. E Onl Dal 1), ny ; , tificial Intelligence (AT) in the order of increasi ity :",71,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Algorithms,109,"Arrange the following, examples of Artic ; asing complexity : . . chased systems. A Spam email detection using, rule-based >) g nition using, shallow neural networks, ?",28,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,15,"| fancdwritten digit reco jon sural networks. Jassificalion usiny, convolutional neural ne (, linape classuace , | vs ra . 5 > 7 it % jriving, USLNY yeinforcement learning algorithms, 1) Autonemous ¢ ' | ; | ions given below : ct answer from the oplions & ( bie Wee the corre < ; ; 3) A, De 4) B,C, A,D D ¢ (2) B, A, C, D (3) 4) HN) AB, 29 ser 689 CamScanner",76,Medium,Apply,UGC-NET(june 2024),page_29.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,2,":5 om, a A Ge F aia 1 a4 2019 a Fa FEN aT 2023 Hl AEM a aq feow a? - e (1) x =) (2) fe) (3) 4:9 (4) 2:5 Match List - I with List - II. List - I List - IT (Types of toxicants) (Affected Organ) Nephr toxic Lungs B Hematotomuac I] Kidnev C Pulmenotoxic Ql Liver }) Hierat toxic Blood Wa | Te a 1 Pa Fram Tat ] qar- ae fad Pa I hE + mire: 4]. Te. ad = ne Seo Tpaded, IV. Tq Cota correct ate fo fpeetat the options yiven below yee oe aT 4 TIA: ! {2] A-HL, B-INV, C-IH, D-1 (ty we LL tea { 4) bay C -TW, bal (-}) A-HL, B-L C-IV, Dll Wihratas thie frases 10 equivalent al the base-d number 3013 ? AM 4 Hay ys % AAT A ut | WA BA AT 2? (1) T&2 (2) Yo (3) (4) Z 689 CamScanner",160,Medium,Apply,UGC-NET(june 2024),page_3.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,110,"Match List - | with List. yy. Google Play List - | List - II ! A Complement I Adder Ex-OR B I]. Instruction decoding Cc Accumulator III. number representation Negative D Control Unit IV. Arithmetic and Logic operations Choose the correct answer from the options given below : (1) A-l, B-ll, C-IIL, D-Iv ) A-IIl, BI, C-L, D-Iv + 4 (3) (4) A-IV, aa D-I = 111. The sequence of fields is an IP datagram will be : A flags B options C Protocol D Identification E Service type Choose the correct answer from the options given below : (1) E, D, A, C, B 9(2) D, A, B,C, E D, E, C, B, A (3) = 112. Match List-I with List-II : List - I List - II A RAID level-2 I block-interleaved B RAID level-3 Il. error-correcting-code Cc RAID level-4 Il. reed-solomon codes D RAID level-6 IV bit-interleaved Choose the correct answer from the options given below : (1) A-I, B-III, C-IV, D-II 0 (2) A-II, B-IV, C-I, D-III (3) A-IV, B-I, C-Il, D-II (4) A-Il, B-III, C-IV, D-] 113. The cyclomatic complexity of the following flow graph is : @) 2) (4) 3) S) © (9) D 0) 3 ( e) ) 4 e (1) (3) 10 (4) fe) 30 689 CamScanner",216,Medium,Apply,UGC-NET(june 2024),page_30.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Algorithms,114,Which of the following: is NOt the LOAD of reverse Engineering ? (t) Cope with complexity (3) Detect side effect a(2) Recover lost information (4) Data flow,27,Medium,Apply,UGC-NET(june 2024),page_31.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Algorithms,118,"Which of the loHOWwINgS are try for a complete binary tree ? 4 Ithas always odd Numbe tof vertices. B With t internal Vettices, it has i + | leaves. C With Heaves it has 1- t vertices, *D. With 2n-- 1 VeTtices, it has n leaves, Choose the correct answer frem the options given below : 2) (1) A.B, C Only ( ~- ) B, C Only (3) A, D Only *(4) A, 8, C, D 10 Match List-I with List-II : List - | List - II A Thread spawn ] to convert a blocking system call into a nonblocking call B Block thread I. to reclaim pages Cc Jacketing Hi. processor turn to the execution of another r eady thread D Flush IV. thread is provided with its own register context. Choose the correct answer from the options given below : ( = 2 ) A-IV, B-III, C-II, D-I (D~ A-l, BIL C-IV, D-II (3) A-IV, B-HE, C-I, D-II (4) A-II, B-I, C-IV, D-III 117 How much time does an algorithm using 2° bit operations need if each bit operation takes 2-3 second of time ? (1) 1] hour w( = 2 ) 10 minutes (3) 30 munutes (4) 1.5 hour 116 The chairs of an auditorium are to be | abelled with a letter followed by a positive two digits integer where label ling is starting with AOL How many maimum possible chair could be labelled in this Was td (3) 2340 (4) »3o0 ‘yy Bey o - 2574 athematical Modeling, - . 119 Artative the steps of M Golution fitting, with date hi formulation M athermatically ( Swilye Mathertalte ads fy data {) Mepeat jormulatl om dl at dit warst Wil Il I Hiterpretation results answer from the oy sHions yavent below C hinsse: thas correct (3) pA, 8G b (4) E, D,C, A, B v(-) BADE (ly Boa, DE 31 087 a 689 CamScanner",320,Medium,Apply,UGC-NET(june 2024),page_31.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,120,The following code : stmt 2 if expr then stmt else stmt | if expt then stmt suffers from : § (1) Ambiguity (2) Left factoring ) lett Recurssion (4) A-moves |,32,Medium,Apply,UGC-NET(june 2024),page_32.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,121,"Match List-I with List-II : | ) List - I A Batch Multiprogramming ] allows more efficient use of main memory B Time sharing II. user no longer has direct access to the processo Cc Monitor III. Maximize processor use D Reentrant Procedures IV minimize response time Choose the correct answer from the options given below : —s (1) A-Il, B-II, C-IV, D-I _ « (2) A-ID, BIV,.C-I, D-I Ye . 9 ve (3) A-I, B-IIl, C-IV, D- ; (4) A-IL, BYACIV, D-II r",84,Medium,Apply,UGC-NET(june 2024),page_32.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Algorithms,122,"In Genetic Algorithm’s cross over operation, mask is tised in ? (2) Two parent crossover ~{1) Three parent crossover Uniform crossover (3) (4) N point-crossover",25,Medium,Apply,UGC-NET(june 2024),page_32.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Data Interpretation,123,The ratio of error found before s/w delivery and to the total errors (before and after) is called : (1) Accuracy (2) Specificity « (3) Defect Removal efficiency (4) Through put,31,Medium,Apply,UGC-NET(june 2024),page_32.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,124,"Arrange in appropriate order, the construction of a finite automata : A Minimum State DFA B. Regular Expression Cc NFA- € PD Problem Statement E DFA Choose the correct answer from the options piven below : B, C, E, A, D (2) DB CEA (1) (3) C, E, B, A, D (4) A, D, CG, B, E 32 t! cs CamScanner",61,Medium,Apply,UGC-NET(june 2024),page_32.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,130,"For the software quality aasurance, which of the followings are correct ? A Execution of code B No execution of code Cc Preventive technique io D A corrective technique OO Choose the correct answer from the optiong glyen below : C, D Only (1) A, B Only v (2) B, C Only C@) (4) D, A Only Lo) Z is set of integers, <Z, *> forms group if * i¢:) &) (1) x(a, b)=atbt2 (2) Ota, b) =2a+b (4) x(a, b)=a2+b B)-*(a, b)=(at+b)/2 relation Which of the followings sequence {a,} are the soluti on of recurrence Cc, a, =8a,_,—16a,_2? B a,=2"" Cc a, = 4% A. a,=1 = — D. a, =n4"" E a nq Somes 3 ) Choose the most appropriate answer from ghewoptions given below : (1) A, B, C Only (2) B,C, DOnly ¢3) C, D Only",140,Medium,Apply,UGC-NET(june 2024),page_34.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,133,Which of the following is not an object Orient&d Programming language ? Pear] (4) SQL Plus (1) » (2) Python 2) Small talk,23,Medium,Apply,UGC-NET(june 2024),page_34.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,134,"Which of the following structures of knowledge representation are the most purely syntactic ? B A Conceptual dependency predicate logic Cc slot-and-filler D nonmonotonic systems Choose the correct answer from the options given below : (1) A and BOnly (2) B and C Only (3) B and D Only (4) C and D Only (433) Match List-I with List-II : List - I List - II A A-aB{a,aeT, A, Be V I Recursive Descent Parser B II. ABC a, ae T, A,B, Ce V Turing Machine Cc LL (1) grammar ITI. Choamsky Normal Form D Halting problem IV, Finite Automate Choose the correct answer from the options given below : A-IV, B-IIL, C-1, D-II e (1) (2) A-IIL, B-I, C-II, D-IV A-II, B-IV, C-HI, D-1 (+) A-lV, B-III, C-I, D-I (3) f) 34 po) 689 CamScanner",136,Medium,Apply,UGC-NET(june 2024),page_34.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,137,"Arrange the following so that they can be placed in perfect/ appropriate order. A Planning B Construction C Modeling D Communication E Deployment Choose the correct answer from the options given below : 6 (1) A,B,C, DE (2) D, A, C, B, E (3) A,D,B, GE B,C, D, A, E (4)",51,Medium,Apply,UGC-NET(june 2024),page_35.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Databases,138,"Which of the following is not a characteristics of a specialized embedded OS ? *(1) real time scheduliny policy. ( pe 9 ) responds to external interrupts (3) provides special non-sequential files. (4) provides fixed or variable sized partitions 139, The order of steps of Address Translation in Linux Virtual Memory Scheme will be : \ B offset Cc Page directory repister E Page middle directory 1. Pape table Choose the correct answer {r om the options given below (1) BALD, EC *(2) A,C, E, D, B (+) C,A,D, E, B (3) D.C, A, B, I: 2 It ftny ind (1) = 7 is a recurrence relation where K is positive integer, then f (2K) = (140 rd 5K (29/4) (1) 5 131 /4) Xi (7) (34 _ > (+) 2h (29/4) ri/4)- 4/4 35 087 Z",137,Medium,Apply,UGC-NET(june 2024),page_35.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,141,When we formulate the LPP from the above given passage. Which of the following is a objective function for its dual problem ? (1) Min P=5u+8v+15w (2 Min P=8u+100+15w Min P=15u+5v+8w (3) (4) Max P=10u4+8v+15w Vy C,37,Medium,Apply,UGC-NET(june 2024),page_36.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,142,"On the basis of available material, maxirnum total income is : (1) % 133.3 (2) = 124 S| (4) ZF 153.3 B® 100 L¢ . Lg",26,Medium,Apply,UGC-NET(june 2024),page_36.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,143,"If x unit length of type A cloths and y unfichgth of type B cloths, then contrains formulate for the LPP, is: (1) ys7.5, 2x +3y<8, 3y + 2x10 (2) yS7.5, 2x+3y<8, 3x+2ys10 (3) 2x +3y<8, 3x4 2y+2z<15 (YF 2x+3ys10, 3x4 2y<10, 2y<15",43,Medium,Apply,UGC-NET(june 2024),page_36.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,144,How many unit length used for cloth A when income is maximized ? (1) 0.8 unit 2 = 2.4 unit 2.8 unit ( ) (3) “Ay 3.0 unit,28,Medium,Apply,UGC-NET(june 2024),page_36.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Programming,145,Which of the following will be appropriate objectives function for the given probleny ? (1) 2x +3y ( 9 = ) 3x + 2Qy + 22 (3) 30x + 50y wy 3x + 2y 36 087; 689 CamScanner,38,Medium,Apply,UGC-NET(june 2024),page_36.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Databases,146,Which SQL query Tettieves the total number of distinct customers who have placed orders ? (J) Select COUNT (DISTINCT customer_id) As total_customers From orders; (2) Select COUNT (x) As total_customers from customers; e (3) Select COUNT (DISTINCT order_id) As total_customers from orders; (4) Select COUNT (DISTINCT customer_id) As total_customers from customers;,51,Medium,Apply,UGC-NET(june 2024),page_37.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Databases,147,Which of the following tables is likely to have a foreign key referencing another table in the data system implemented by the company ? e(i) Customers (2) Orders (3) Products (4) Sales representatives,33,Medium,Apply,UGC-NET(june 2024),page_37.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Databases,148,"Based on the passage, which of the following statements is true ? (1) Fach customer can place only one order. ()~ Fach sales representative can manage multiple customer accounts. (3) Each order can be associated with only one product. (4) The database does not include a table for products. 149, Which SOL query retrieves the total number of orders placed by a specific customer ? (1) Select COUNT (+) As total_orders from orders where customer_id = [Customer_ID]; (2) Select COUNT (order id) As total_orders from orders where customer_id = [Customer_ID]; (3). Sele t COUNT (DISTINCT order_id) As total_orders from orders Where customer, id = [CustomerID]; (4) Select SUM (order Id) As total orders from orders where customer_id = (Customer_ID]; _ ~~ —<e Sie Q. Which of the following, best describes the relationship between the “orders” table and the . Whi ' cribes the relations » “Customers” table in the company $ database system | 5) QOne-to-Many — (3)@ Many-to-One (4) Many-to-Many (1) One-to-One (2) -0OQOo- 37 087 689 CamScanner",169,Medium,Apply,UGC-NET(june 2024),page_37.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,Networks,15,A device used to Convert g called a: computer’ digital PAL io. aay ppyiipyrue wigs nel Or CODA (1) bridge (2) nade” | (3) switch (ay! Network Bitestasy Carl GW aan tq forth FR fatter oti ah fo ye CHAPIN tiniy 1 wot 8% Som syn af (1) faa 0) ' ufan | (3) fera | t,57,Medium,Apply,UGC-NET(june 2024),page_6.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,16,"Match List - I with List . yy, List - I Niet Sh (Use) (A pproprhety ¢ sHpihey Nnyit Sresieay A. To input voiceoyers foy a presentation yh Menatae B. To inputa PIN, NW, feoyesiny C. To select options from a menu WN Ai pepe : D. To operate a flight simuatoy PY Seusnsabecn gard? f Gel & ea gets ay fara fa , aett-1 | a Sf (wart ) a WA tage Sin ofa A. feral wegfecnon a fr atarrsiverdh faa ary Ae J Mtge B, fam fafere a4 a fens Wo Alaina, C. frat Ay ferred aa a9 a fran D. Wee steve a1 chanted ara a, fea Choose the correct answer {rom the options given heloy, A feu ay famed 4 a wer aa a) aay il (J A-II, BeFV, C-1, D-II] (4) 3) A-IV, Bell, C-I, D-IiJ (4) I MIEL ALA Vf deat a AW NEN ON agg AA VAN OW, Wi ty",157,Medium,Apply,UGC-NET(june 2024),page_6.png
UGC NET,2024,June,Paper 2,2,Computer Science and Applications,General,17,"Which of the following is the first Pont Inde (1) Indian Rducation Commission | (2) Calcutta University Commision (3) University Education Commission (4) Indian Universities Commission BITRE aT TIT TTT ARMA TAY PoNosfedtiny A iy thy yy ® / (1). area fren sari (2) serene fervefererera sarin a (3)  fewafererera fren stratn (4) seta fervetererera sire pendeppee edie AN fea, OWENS IA} ii JeeSpa WA ead CamScanner",67,Medium,Apply,UGC-NET(june 2024),page_6.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Interpretation,1,What is the average of the number of students who scored 50 or more than 50 marks but less than 60 marks in Punjabi and the number of students who scored 50 or more than 50 marks but less than 60 marks in Hindi ? (1) (2) [50 (3) (4),50,Medium,Apply,UGC-NET(june 2025),page_1.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Interpretation,11,"Match List - 1 with List - IL: List - I List - H (Learning style) (Strengths) A Convergent | Creating theoretical model B Divergent Il. Practical Application of ideas Cc Assimilation fl. Carrving out plans and tasks that involves students in new experiences D Accommodative IV. Imaginative ability and generation of ideas Choose the correct answer from the options given below A-L, B-If, C-IIL, D-IV (1) (2) A-IL B-L, C-IIL, D-IV (3) A-IL B-IV, C-f, D-II! (4) A-IV, BL C-IIL D-Il",82,Medium,Apply,UGC-NET(june 2025),page_10.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Operating Systems,12,"Which of the following is correct sequence of increasing access lime of storage/memory devices ? A Magnetic tape B RAM Cc Cache me mory D Hard disk E Registers Choose the correct answer from the options given below : (1) A, B,C, D, E (2) B, EC, A, D (Q) E,C, B, D, A (4) Cc, E, B, A, D",60,Medium,Apply,UGC-NET(june 2025),page_10.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Networks,140,". . . . . Consider the following statements regarding STRIPS representation of a Planning problem A. STRIPS is a Feature-centric representation B. The features describing state of the world are divided into Primitive and Derived C. The STRIPS representation of the action comprises of Precondition and Effect D. STRIPS can directly define conditional effects. Choose the correct answer from the options given below: 1. A,COnly 2. B,C Only 3. A,DOnly 4. 8B, C,D Only",75,Medium,Apply,UGC-NET(june 2025),page_101.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,4255895049,"42558919624
42558919625
42558919626
42558919627
Answered

3",6,Medium,Apply,UGC-NET(june 2025),page_103.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,142,Which of the following is the correct High level code for the given TAC in the passage tl = y+2 init = x/(y+2); init = x/t1; limit=10; limit=10; while(i>j 11 num>b) if(i>j 11 num>b) { { num = limit-1; num = limit-1; b=y+2; b=y+t+2; i=i-—num; i=i-num; } } j=i-num; j=i-num; k =k+b; k = k+b; init = x/(y+2); init = x/(y+2); limit=10; limit=10; if(i>j) while(i>j && num>b) { { While( num>b) num = limit-1; num = limit-1; b=y+2; } i=i-—num; else } { j=i-num; b=y+2; k =k+b; i=i-—num; } j=i-num; k = k+b;,93,Medium,Apply,UGC-NET(june 2025),page_105.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,4255895047,Answered Consider the following Three Address code sample for solving the questions : 101: 102 : 103: 104 : 105: 106 : 107: 108 : 109 : 110: 111: 112: t1 = y+2 initial = x/t1 limit = 10 if i >j goto 105 if num > b goto 107 gotol1l11 num = limit-1 b=y+2 i=i-num j=i-num k= j+b,59,Medium,Apply,UGC-NET(june 2025),page_106.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Structures,143,"143 What all blocks does Block 3 & Block S dominate in the Flow graph for the TAC given in the passage? 1. Block 3:3 ; Block 5:5 2. Block 3:3,4,5,6; BlockS:5,6 3. Block 3: 3,7 ; Block 5: 5,7 4. Block3:3,4,7 ; BlockS:5S,6,7",44,Medium,Apply,UGC-NET(june 2025),page_107.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,13,Who directed the first film made in India ? (1) Satvajit Ray ( _ ) Dada Saheb Phalke (3) Prithvi Raj Kapoor (4) Ardeshar Irani,25,Medium,Apply,UGC-NET(june 2025),page_11.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,14,"As per National Education Policy 1986, the major functions of the National Apex Body are : A To allocate resources B To evaluate the examination system Cc To advise government on policy D To encourage inter-disciplinarily and promotion of interfaces among different areas. E To conduct research in higher education Choose the correct answer from the options given below : (1) A, C, E Only (2) B, D and E Only (3) C, D and E Only (4) A, C and D Only",83,Medium,Apply,UGC-NET(june 2025),page_11.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,145,"What are the various LEADERS (leading statements) for the TAC given in the passage? 1. 100, 102, 103, 104, 105, 107, 110 2. 100, 103, 105, 107, 111, 112 3. 100, 103, 105, 106, 107, 111 4. 100, 103, 104, 105, 106, 107, 111",44,Medium,Apply,UGC-NET(june 2025),page_110.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Interpretation,146,What shall be the total head movement of cylinders for the C-SCAN disc Scheduling technique if the head starts moving in the right direction from initial position ? (1) 327 (2} 307 (3) 525 (4} 385,36,Medium,Apply,UGC-NET(june 2025),page_111.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Structures,147,"What shall be the 2"" request being processed by C-LOOK (Right) disc Scheduling technique for the already given request queue ? (1) (2) (3) (4)",25,Medium,Apply,UGC-NET(june 2025),page_112.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Operating Systems,148,What shail be the total head movement of cylinders if the FCFS disc scheduling method is used ? (1) 536 (2) 594 (3) 647 (4) 700,26,Medium,Apply,UGC-NET(june 2025),page_113.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Operating Systems,149,149 What will be the total head movement of cylinders for the SSTF disc Scheduling technique ? (1) 160 (2) 124 (3) 177 (4) 240,25,Medium,Apply,UGC-NET(june 2025),page_114.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,15,"Arrange the following events in the correct chronological sequence. A. Establishment of the University of Madras B Introduction of the Indian Universities Act C Establishment of UGC D First National Education Policy of India Choose the correct answer from the options given below (1) A, B, C, D (2) A, D, C, B (3) B, Cc, A, D C, B, A, D (4)",63,Medium,Apply,UGC-NET(june 2025),page_12.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,16,"According to the classical Indian school of logic, which of the following instruments of knowledge is defined as the knowledge of the relation between a word and its denotation and is produced by the knowledge of resemblance or similarity ? (1) Pratyaksa (perception) = ) Anumana (inference) (3) Upamana (comparison) (4) S‘abda (verbal testimony)",54,Medium,Apply,UGC-NET(june 2025),page_12.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,17,Increasing the ratio of fissile Uranium (U-235) in natural uranium is known as : (1) Enhancement - Concentration ( ) Accumulation (3) (4) Enrichment,24,Medium,Apply,UGC-NET(june 2025),page_13.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,18,"Which of the following are true about coliform bacteria ? A They are used to test water contamination. B Coliform bacteria are harmless and cause no disease. Cc They are found naturally in human intestinal tract. D Their presence in water is an indication of fecal contamination. Choose the most appropriate answer from the options given below (1) 4A and D Onlv B and C Only (3) A, C and D Only (4) A, B, C and D",78,Medium,Apply,UGC-NET(june 2025),page_13.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,19,"When a producer allows 36% commission on the retail price of his product, he earns a profit of 8.8% What would be his profit if the comumission is reduced by 24% ? (1) 36.6% 49.6% (2) 39.6% (3) (4) 45.6%",40,Medium,Apply,UGC-NET(june 2025),page_14.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,4255894928,Question ID Option 1 ID Option 2 ID Option 3 ID Option 4 ID Status Answered Chosen Option,18,Medium,Apply,UGC-NET(june 2025),page_14.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,20,"With reference lo cevber attacks, which of the following statements are correct ? A Malware is a malicious software designed to cause damage to a single computer, server or computer network. B ‘Types of malware include computer viruses, worms, trojan horses, ransomware and spyware. Cc Pegasus is a malicious software classified as Ransomware. D India is not a signatory to the Budapest convention on cybercrime. Choose the most appropriate answer from the options given below (1) A, Band C Only ( <= ) B, C and D Onls (3) A, B, C and D (4) A, Band D Only",99,Medium,Apply,UGC-NET(june 2025),page_14.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,21,Which international organization co-ordinates the education for all programme at the global level ? (1) UNDP (2) UNESCO (3) IME (4) UNEP,22,Medium,Apply,UGC-NET(june 2025),page_15.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,22,"In an ancient period, the Diksha Guru performed his duty as: (1) Guru of secular subjects ( _ ) Spiritual guide for both girls and boys (3) Spiritual guide of bovs (4) Tutor",33,Medium,Apply,UGC-NET(june 2025),page_15.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,4255894945,Question ID Option 1 ID Option 2 ID Option 3 ID Option 4 ID Status Answered Chosen Option,18,Medium,Apply,UGC-NET(june 2025),page_15.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,General,23,"Find the number that can replace question mark (?) in the series given below. 7, 12, 32, 1 any ?, 3602, 25202 (1) ? ( = ) ( . ) (4)",31,Medium,Apply,UGC-NET(june 2025),page_16.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Data Interpretation,24,"Arrange the following in order of increasing extension. A Social Science B Political Science C Sciences D Politics of International Relations Choose the most appropriate answer from the options given below (1) C, A, B, D A, C, B, D (2) (3) B, D, A, C D, B, A, C (4)",51,Medium,Apply,UGC-NET(june 2025),page_16.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Algorithms,25,"What is Explanatory research ? (1) It studies subject about which either no information or the limited information is available. (2) It describes social situations, social events, social systems, social structures etc. The researcher observes/ studies and then describes what did he find ? ) It explains the causes of social phenomena. Describing the magnitude and nature of crimes committed by females in India is one aspect of female crime but why do they commit crime is its explanatory aspect. (4) It is based on common sense knowledge based on the accumulated experiences and beliefs of the people.",98,Medium,Apply,UGC-NET(june 2025),page_17.png
UGC NET,2025,June,Paper 2,2,Computer Science and Applications,Programming,26,"Match List - 1 with List - IL: List - I List - ll (Operating system) (Task) A UNIX I assist users in system maintenance task MS-DOS Il. Mobile device Android OS Il. Single user operating system Utility programs IV’. Multi user operating system Choose the correct answer from the options given below : (1) A-HL, B-IV, C-L D-II ( = fe) ) A-L, BIL C-IV, D-H (3) A-IV, B-IIL C-IL, D-I (4) A-I, Bel, C-IL, D-IV",77,Medium,Apply,UGC-NET(june 2025),page_17.png
